InvoiceID,CustomerID,EmployeeID,GasStationID,IssueDate,TotalAmount,PaymentMethod
84309,701,216,3,2024-03-18 07:00:00,461886.1,Credit Card
84310,144,31,3,2024-03-18 07:00:00,545735.1,Credit Card
84311,787,299,3,2024-03-18 07:00:00,1100507.1,Credit Card
84312,884,258,3,2024-03-18 07:00:00,569671.5,Cash
84313,223,46,4,2024-03-18 07:00:00,225342.0,Cash
84314,547,480,4,2024-03-18 07:00:00,135259.90000000002,Cash
84315,631,69,4,2024-03-18 07:00:00,928958.1,Credit Card
84316,952,139,4,2024-03-18 07:00:00,142598.3,Credit Card
84317,522,46,4,2024-03-18 07:00:00,647811.0,Cash
84318,402,46,4,2024-03-18 07:00:00,146883.2,Cash
84319,733,46,4,2024-03-18 07:00:00,129282.0,Cash
84320,314,139,4,2024-03-18 07:00:00,140399.30000000002,Cash
84321,124,480,4,2024-03-18 07:00:00,889271.7000000001,Credit Card
84322,600,46,4,2024-03-18 07:00:00,656045.6,Credit Card
84323,30,8,5,2024-03-18 07:00:00,167352.09999999998,Cash
84324,955,472,5,2024-03-18 07:00:00,424620.0,Credit Card
84325,600,190,5,2024-03-18 07:00:00,730728.7,Credit Card
84326,567,146,5,2024-03-18 07:00:00,140626.8,Cash
84327,815,221,5,2024-03-18 07:00:00,748467.8999999999,Cash
84328,996,319,5,2024-03-18 07:00:00,190604.5,Cash
84329,837,146,5,2024-03-18 07:00:00,207342.5,Credit Card
84330,302,472,5,2024-03-18 07:00:00,83619.5,Cash
84331,787,190,5,2024-03-18 07:00:00,387456.4,Credit Card
84332,146,221,5,2024-03-18 07:00:00,141738.00000000003,Credit Card
84333,319,190,5,2024-03-18 07:00:00,798138.3,Cash
84334,9,8,5,2024-03-18 07:00:00,180166.2,Credit Card
84335,832,190,5,2024-03-18 07:00:00,182205.9,Cash
84336,656,146,5,2024-03-18 07:00:00,132985.3,Cash
84337,433,146,5,2024-03-18 07:00:00,611049.1,Credit Card
84338,545,111,6,2024-03-18 07:00:00,1213754.3,Credit Card
84339,99,275,6,2024-03-18 07:00:00,89523.6,Credit Card
84340,497,297,6,2024-03-18 07:00:00,103017.59999999998,Credit Card
84341,561,297,6,2024-03-18 07:00:00,801483.5,Credit Card
84342,908,205,6,2024-03-18 07:00:00,793180.4999999999,Credit Card
84343,502,205,6,2024-03-18 07:00:00,544661.9,Credit Card
84344,30,297,6,2024-03-18 07:00:00,131588.7,Cash
84345,23,481,6,2024-03-18 07:00:00,537104.7,Cash
84346,270,275,6,2024-03-18 07:00:00,146906.1,Credit Card
84347,312,481,6,2024-03-18 07:00:00,842696.8999999999,Cash
84348,770,490,7,2024-03-18 07:00:00,136006.9,Cash
84349,960,251,7,2024-03-18 07:00:00,123070.7,Cash
84350,707,490,7,2024-03-18 07:00:00,565473.6000000001,Credit Card
84351,373,331,7,2024-03-18 07:00:00,685128.7,Credit Card
84352,668,378,7,2024-03-18 07:00:00,556981.2999999999,Credit Card
84353,456,343,7,2024-03-18 07:00:00,690238.4,Cash
84354,870,332,8,2024-03-18 07:00:00,101060.5,Cash
84355,248,382,8,2024-03-18 07:00:00,1149330.7999999998,Cash
84356,12,193,8,2024-03-18 07:00:00,119246.9,Credit Card
84357,358,332,8,2024-03-18 07:00:00,182855.5,Credit Card
84358,123,157,8,2024-03-18 07:00:00,175958.7,Cash
84359,92,11,8,2024-03-18 07:00:00,515452.2,Cash
84360,476,322,8,2024-03-18 07:00:00,75360.9,Cash
84361,284,71,8,2024-03-18 07:00:00,463811.9,Credit Card
84362,287,332,8,2024-03-18 07:00:00,804002.3,Cash
84363,817,11,8,2024-03-18 07:00:00,717127.3,Cash
84364,458,157,8,2024-03-18 07:00:00,80135.2,Cash
84365,815,11,8,2024-03-18 07:00:00,823922.0,Cash
84366,4,11,8,2024-03-18 07:00:00,84949.9,Cash
84367,653,11,8,2024-03-18 07:00:00,169671.80000000002,Credit Card
84368,810,193,8,2024-03-18 07:00:00,430297.5,Cash
84369,546,186,9,2024-03-18 07:00:00,240471.9,Credit Card
84370,138,186,9,2024-03-18 07:00:00,68837.5,Cash
84371,334,147,9,2024-03-18 07:00:00,946704.3,Cash
84372,553,186,9,2024-03-18 07:00:00,541195.9,Cash
84373,515,186,9,2024-03-18 07:00:00,57692.6,Credit Card
84374,133,194,10,2024-03-18 07:00:00,667481.0,Cash
84375,255,26,10,2024-03-18 07:00:00,194725.4,Credit Card
84376,567,26,10,2024-03-18 07:00:00,160347.6,Cash
84377,273,26,10,2024-03-18 07:00:00,598909.9,Cash
84378,428,194,10,2024-03-18 07:00:00,137783.6,Credit Card
84379,52,194,10,2024-03-18 07:00:00,113390.6,Cash
84380,856,26,10,2024-03-18 07:00:00,375020.4,Cash
84381,808,26,10,2024-03-18 07:00:00,632284.3,Cash
84382,960,194,10,2024-03-18 07:00:00,180480.8,Cash
84383,436,194,10,2024-03-18 07:00:00,180320.8,Cash
84384,744,26,10,2024-03-18 07:00:00,516533.6,Credit Card
84385,915,26,10,2024-03-18 07:00:00,1162060.8,Cash
84386,511,194,10,2024-03-18 07:00:00,149444.59999999998,Cash
84387,858,194,10,2024-03-18 07:00:00,607305.0,Cash
84388,750,194,10,2024-03-18 07:00:00,822406.3,Credit Card
86246,116,54,1,2024-03-18 08:00:00,120969.3,Cash
86247,648,305,1,2024-03-18 08:00:00,121308.6,Cash
86248,202,305,1,2024-03-18 08:00:00,125081.0,Credit Card
86249,344,54,1,2024-03-18 08:00:00,523812.5,Cash
86250,456,54,1,2024-03-18 08:00:00,337519.3,Cash
86251,690,54,1,2024-03-18 08:00:00,176611.90000000002,Cash
86252,338,54,1,2024-03-18 08:00:00,1176298.3,Cash
86253,4,305,1,2024-03-18 08:00:00,92260.9,Cash
86254,844,54,1,2024-03-18 08:00:00,110746.2,Credit Card
86255,200,305,1,2024-03-18 08:00:00,586644.5,Credit Card
86256,289,305,1,2024-03-18 08:00:00,933856.2,Cash
86257,495,54,1,2024-03-18 08:00:00,113303.1,Cash
86258,289,54,1,2024-03-18 08:00:00,683154.9,Credit Card
86259,144,54,1,2024-03-18 08:00:00,591620.7999999999,Cash
86260,959,448,2,2024-03-18 08:00:00,111037.9,Cash
86261,885,91,2,2024-03-18 08:00:00,112879.9,Cash
86262,379,91,2,2024-03-18 08:00:00,188326.3,Credit Card
86263,936,295,2,2024-03-18 08:00:00,173760.6,Credit Card
86264,42,257,2,2024-03-18 08:00:00,106655.6,Credit Card
86265,579,216,3,2024-03-18 08:00:00,135189.9,Cash
86266,244,216,3,2024-03-18 08:00:00,149876.1,Cash
86267,263,216,3,2024-03-18 08:00:00,182258.4,Credit Card
86268,14,216,3,2024-03-18 08:00:00,167698.1,Cash
86269,169,299,3,2024-03-18 08:00:00,1075458.3,Credit Card
86270,697,376,3,2024-03-18 08:00:00,125061.7,Credit Card
86271,436,31,3,2024-03-18 08:00:00,121702.6,Credit Card
86272,759,69,4,2024-03-18 08:00:00,686704.1000000001,Cash
86273,18,69,4,2024-03-18 08:00:00,193613.1,Cash
86274,506,69,4,2024-03-18 08:00:00,610996.4,Cash
86275,587,46,4,2024-03-18 08:00:00,151907.7,Credit Card
86276,768,480,4,2024-03-18 08:00:00,153229.1,Credit Card
86277,932,46,4,2024-03-18 08:00:00,100725.7,Cash
86278,322,139,4,2024-03-18 08:00:00,154155.59999999998,Cash
86279,565,480,4,2024-03-18 08:00:00,119417.9,Cash
86280,746,480,4,2024-03-18 08:00:00,119073.0,Credit Card
86281,849,139,4,2024-03-18 08:00:00,125240.3,Credit Card
86282,950,69,4,2024-03-18 08:00:00,121581.0,Credit Card
86283,537,69,4,2024-03-18 08:00:00,145775.40000000002,Credit Card
86284,868,221,5,2024-03-18 08:00:00,145527.0,Cash
86285,749,472,5,2024-03-18 08:00:00,666718.6,Cash
86286,795,8,5,2024-03-18 08:00:00,157078.5,Cash
86287,110,472,5,2024-03-18 08:00:00,100758.7,Credit Card
86288,715,472,5,2024-03-18 08:00:00,179161.40000000002,Credit Card
86289,102,319,5,2024-03-18 08:00:00,149106.0,Credit Card
86290,811,472,5,2024-03-18 08:00:00,82142.79999999999,Cash
86291,595,111,6,2024-03-18 08:00:00,196566.5,Credit Card
86292,514,161,6,2024-03-18 08:00:00,159340.1,Cash
86293,720,205,6,2024-03-18 08:00:00,114034.6,Cash
86294,995,205,6,2024-03-18 08:00:00,223555.2,Cash
86295,370,111,6,2024-03-18 08:00:00,969405.7,Credit Card
86296,791,275,6,2024-03-18 08:00:00,1241767.0,Credit Card
86297,236,161,6,2024-03-18 08:00:00,119256.1,Cash
86298,212,205,6,2024-03-18 08:00:00,507638.6,Cash
86299,900,312,6,2024-03-18 08:00:00,954410.0,Cash
86300,85,275,6,2024-03-18 08:00:00,521096.3,Cash
86301,92,161,6,2024-03-18 08:00:00,561411.3,Cash
86302,182,161,6,2024-03-18 08:00:00,814435.5,Credit Card
86303,923,275,6,2024-03-18 08:00:00,381706.2,Cash
86304,915,481,6,2024-03-18 08:00:00,982285.4,Cash
86305,438,490,7,2024-03-18 08:00:00,101443.3,Credit Card
86306,498,378,7,2024-03-18 08:00:00,988347.3,Cash
86307,553,262,7,2024-03-18 08:00:00,907288.2,Credit Card
86308,194,13,7,2024-03-18 08:00:00,196279.5,Cash
86309,102,251,7,2024-03-18 08:00:00,108705.4,Cash
86310,723,343,7,2024-03-18 08:00:00,464205.6,Credit Card
86311,598,490,7,2024-03-18 08:00:00,607895.8999999999,Cash
86312,335,251,7,2024-03-18 08:00:00,174211.4,Cash
86313,736,378,7,2024-03-18 08:00:00,125146.3,Credit Card
86314,918,490,7,2024-03-18 08:00:00,835182.1000000001,Cash
86315,616,331,7,2024-03-18 08:00:00,171951.6,Credit Card
86316,26,262,7,2024-03-18 08:00:00,112649.9,Credit Card
86317,643,490,7,2024-03-18 08:00:00,527920.3999999999,Cash
86318,889,193,8,2024-03-18 08:00:00,117542.0,Credit Card
86319,960,322,8,2024-03-18 08:00:00,119801.6,Cash
86320,405,332,8,2024-03-18 08:00:00,138797.6,Credit Card
86321,908,71,8,2024-03-18 08:00:00,1075379.8,Cash
86322,979,193,8,2024-03-18 08:00:00,118735.3,Credit Card
86323,380,382,8,2024-03-18 08:00:00,154215.3,Cash
86324,694,71,8,2024-03-18 08:00:00,216351.0,Cash
86325,239,112,8,2024-03-18 08:00:00,721794.2,Credit Card
86326,201,322,8,2024-03-18 08:00:00,494321.5,Credit Card
86327,245,71,8,2024-03-18 08:00:00,679463.0,Credit Card
86328,310,332,8,2024-03-18 08:00:00,893316.1,Credit Card
86329,169,157,8,2024-03-18 08:00:00,450540.7,Cash
86330,650,147,9,2024-03-18 08:00:00,189618.10000000003,Credit Card
86331,824,147,9,2024-03-18 08:00:00,920596.4,Credit Card
86332,729,147,9,2024-03-18 08:00:00,1133235.8,Cash
86333,997,147,9,2024-03-18 08:00:00,964811.7,Credit Card
86334,787,186,9,2024-03-18 08:00:00,597562.7,Cash
86335,117,186,9,2024-03-18 08:00:00,152467.1,Credit Card
86336,373,147,9,2024-03-18 08:00:00,603027.7,Cash
86337,567,186,9,2024-03-18 08:00:00,56527.8,Credit Card
86338,881,186,9,2024-03-18 08:00:00,65675.2,Credit Card
86339,260,186,9,2024-03-18 08:00:00,871471.8,Credit Card
86340,935,186,9,2024-03-18 08:00:00,643670.5,Credit Card
86341,912,147,9,2024-03-18 08:00:00,142338.0,Credit Card
86342,350,147,9,2024-03-18 08:00:00,398522.5,Cash
86343,614,26,10,2024-03-18 08:00:00,146257.59999999998,Credit Card
86344,662,26,10,2024-03-18 08:00:00,684297.5,Credit Card
86345,276,194,10,2024-03-18 08:00:00,174992.5,Credit Card
86346,162,194,10,2024-03-18 08:00:00,132895.3,Credit Card
86347,530,194,10,2024-03-18 08:00:00,148500.80000000002,Credit Card
86348,9,26,10,2024-03-18 08:00:00,104949.8,Cash
86349,409,194,10,2024-03-18 08:00:00,77156.0,Credit Card
86350,589,26,10,2024-03-18 08:00:00,445504.4,Credit Card
86351,656,194,10,2024-03-18 08:00:00,140252.3,Credit Card
86352,194,194,10,2024-03-18 08:00:00,169271.5,Credit Card
86353,969,26,10,2024-03-18 08:00:00,835273.9,Credit Card
86354,156,26,10,2024-03-18 08:00:00,847058.6,Credit Card
86355,398,194,10,2024-03-18 08:00:00,205476.10000000003,Credit Card
86356,627,26,10,2024-03-18 08:00:00,368953.3,Credit Card
88270,73,305,1,2024-03-18 09:00:00,81777.5,Cash
88271,70,54,1,2024-03-18 09:00:00,764051.4,Credit Card
88272,843,305,1,2024-03-18 09:00:00,482039.4,Credit Card
88273,296,91,2,2024-03-18 09:00:00,109659.5,Credit Card
88274,888,91,2,2024-03-18 09:00:00,100496.6,Cash
88275,690,295,2,2024-03-18 09:00:00,167188.5,Cash
88276,199,302,2,2024-03-18 09:00:00,163596.5,Credit Card
88277,553,258,3,2024-03-18 09:00:00,977900.6,Cash
88278,825,299,3,2024-03-18 09:00:00,80878.6,Cash
88279,134,376,3,2024-03-18 09:00:00,723720.7,Credit Card
88280,243,376,3,2024-03-18 09:00:00,151082.4,Credit Card
88281,413,216,3,2024-03-18 09:00:00,680322.1,Credit Card
88282,762,480,4,2024-03-18 09:00:00,95194.1,Cash
88283,510,480,4,2024-03-18 09:00:00,135045.6,Credit Card
88284,866,46,4,2024-03-18 09:00:00,632744.2999999999,Cash
88285,132,69,4,2024-03-18 09:00:00,144103.5,Credit Card
88286,609,480,4,2024-03-18 09:00:00,147656.0,Cash
88287,864,146,5,2024-03-18 09:00:00,99214.9,Cash
88288,856,472,5,2024-03-18 09:00:00,1067039.3,Credit Card
88289,404,221,5,2024-03-18 09:00:00,888923.1000000001,Credit Card
88290,475,472,5,2024-03-18 09:00:00,674191.7,Credit Card
88291,357,146,5,2024-03-18 09:00:00,119650.8,Cash
88292,895,8,5,2024-03-18 09:00:00,91685.8,Cash
88293,621,472,5,2024-03-18 09:00:00,574790.2999999999,Cash
88294,974,221,5,2024-03-18 09:00:00,1208159.5,Cash
88295,124,190,5,2024-03-18 09:00:00,1013786.2,Credit Card
88296,64,221,5,2024-03-18 09:00:00,188336.4,Cash
88297,85,312,6,2024-03-18 09:00:00,1014705.2,Credit Card
88298,725,205,6,2024-03-18 09:00:00,385450.7,Cash
88299,556,275,6,2024-03-18 09:00:00,1002318.2,Credit Card
88300,7,111,6,2024-03-18 09:00:00,116029.2,Credit Card
88301,236,161,6,2024-03-18 09:00:00,122939.9,Cash
88302,153,111,6,2024-03-18 09:00:00,774463.7000000001,Credit Card
88303,64,251,7,2024-03-18 09:00:00,133450.9,Credit Card
88304,705,13,7,2024-03-18 09:00:00,148879.8,Credit Card
88305,128,262,7,2024-03-18 09:00:00,186944.3,Credit Card
88306,282,262,7,2024-03-18 09:00:00,158591.1,Cash
88307,220,331,7,2024-03-18 09:00:00,626453.0,Cash
88308,806,378,7,2024-03-18 09:00:00,162437.1,Cash
88309,781,378,7,2024-03-18 09:00:00,141630.5,Cash
88310,49,322,8,2024-03-18 09:00:00,874743.3,Credit Card
88311,492,11,8,2024-03-18 09:00:00,159578.40000000002,Credit Card
88312,164,112,8,2024-03-18 09:00:00,119885.3,Credit Card
88313,451,193,8,2024-03-18 09:00:00,634977.9,Credit Card
88314,53,332,8,2024-03-18 09:00:00,1093597.5,Credit Card
88315,61,112,8,2024-03-18 09:00:00,142235.90000000002,Credit Card
88316,643,382,8,2024-03-18 09:00:00,371968.1,Cash
88317,498,332,8,2024-03-18 09:00:00,1205981.2,Credit Card
88318,378,332,8,2024-03-18 09:00:00,1025702.4,Cash
88319,684,147,9,2024-03-18 09:00:00,168142.6,Cash
88320,126,186,9,2024-03-18 09:00:00,136011.6,Credit Card
88321,296,186,9,2024-03-18 09:00:00,164438.40000000002,Credit Card
88322,841,26,10,2024-03-18 09:00:00,70246.2,Credit Card
88323,530,26,10,2024-03-18 09:00:00,116263.0,Credit Card
88324,389,26,10,2024-03-18 09:00:00,221163.0,Cash
88325,942,194,10,2024-03-18 09:00:00,171261.6,Credit Card
88326,539,26,10,2024-03-18 09:00:00,451563.7,Credit Card
89582,388,54,1,2024-03-18 10:00:00,127354.5,Credit Card
89583,606,54,1,2024-03-18 10:00:00,673119.4,Credit Card
89584,976,305,1,2024-03-18 10:00:00,578890.6000000001,Credit Card
89585,821,54,1,2024-03-18 10:00:00,138709.2,Credit Card
89586,486,305,1,2024-03-18 10:00:00,169636.8,Credit Card
89587,809,305,1,2024-03-18 10:00:00,124478.3,Credit Card
89588,401,54,1,2024-03-18 10:00:00,85206.6,Credit Card
89589,336,202,2,2024-03-18 10:00:00,1059125.4,Credit Card
89590,510,295,2,2024-03-18 10:00:00,168909.8,Credit Card
89591,162,202,2,2024-03-18 10:00:00,219979.8,Credit Card
89592,87,295,2,2024-03-18 10:00:00,140543.1,Cash
89593,990,31,3,2024-03-18 10:00:00,104338.8,Credit Card
89594,550,216,3,2024-03-18 10:00:00,600437.0,Cash
89595,960,299,3,2024-03-18 10:00:00,168735.9,Credit Card
89596,757,376,3,2024-03-18 10:00:00,72319.09999999999,Cash
89597,252,69,4,2024-03-18 10:00:00,138270.3,Credit Card
89598,488,139,4,2024-03-18 10:00:00,185484.2,Credit Card
89599,34,139,4,2024-03-18 10:00:00,721704.5,Credit Card
89600,696,139,4,2024-03-18 10:00:00,728473.5,Cash
89601,141,472,5,2024-03-18 10:00:00,460358.6,Cash
89602,590,319,5,2024-03-18 10:00:00,119497.1,Cash
89603,911,319,5,2024-03-18 10:00:00,212740.6,Cash
89604,10,472,5,2024-03-18 10:00:00,1079124.9,Cash
89605,499,8,5,2024-03-18 10:00:00,78257.29999999999,Credit Card
89606,986,472,5,2024-03-18 10:00:00,663992.1,Credit Card
89607,191,221,5,2024-03-18 10:00:00,117845.6,Credit Card
89608,112,205,6,2024-03-18 10:00:00,111298.2,Credit Card
89609,559,481,6,2024-03-18 10:00:00,130215.0,Cash
89610,939,312,6,2024-03-18 10:00:00,757530.7,Cash
89611,58,312,6,2024-03-18 10:00:00,123884.8,Credit Card
89612,448,13,7,2024-03-18 10:00:00,990888.0,Cash
89613,493,343,7,2024-03-18 10:00:00,667482.4,Cash
89614,362,331,7,2024-03-18 10:00:00,70789.9,Cash
89615,139,331,7,2024-03-18 10:00:00,183467.4,Credit Card
89616,236,490,7,2024-03-18 10:00:00,206032.3,Credit Card
89617,373,382,8,2024-03-18 10:00:00,608006.0,Credit Card
89618,655,382,8,2024-03-18 10:00:00,228842.9,Cash
89619,325,193,8,2024-03-18 10:00:00,960841.3,Credit Card
89620,120,332,8,2024-03-18 10:00:00,263860.6,Credit Card
89621,237,382,8,2024-03-18 10:00:00,109997.2,Cash
89622,635,157,8,2024-03-18 10:00:00,121896.7,Credit Card
89623,468,382,8,2024-03-18 10:00:00,69048.20000000001,Credit Card
89624,49,382,8,2024-03-18 10:00:00,835734.3,Cash
89625,842,147,9,2024-03-18 10:00:00,75992.1,Cash
89626,729,186,9,2024-03-18 10:00:00,944507.3,Cash
89627,916,147,9,2024-03-18 10:00:00,80979.8,Credit Card
89628,223,26,10,2024-03-18 10:00:00,171393.09999999998,Cash
89629,815,194,10,2024-03-18 10:00:00,1107742.2999999998,Credit Card
89630,906,194,10,2024-03-18 10:00:00,1012620.6,Cash
89631,110,26,10,2024-03-18 10:00:00,119855.0,Cash
89632,788,26,10,2024-03-18 10:00:00,518774.0,Credit Card
89633,117,26,10,2024-03-18 10:00:00,107145.9,Cash
89634,188,26,10,2024-03-18 10:00:00,753014.3999999999,Cash
89635,743,194,10,2024-03-18 10:00:00,599868.9,Cash
89636,643,26,10,2024-03-18 10:00:00,959293.6,Cash
90820,746,305,1,2024-03-18 11:00:00,90052.7,Cash
90821,137,305,1,2024-03-18 11:00:00,144201.1,Credit Card
90822,860,54,1,2024-03-18 11:00:00,668642.8999999999,Credit Card
90823,792,54,1,2024-03-18 11:00:00,493459.9,Cash
90824,329,54,1,2024-03-18 11:00:00,184781.2,Cash
90825,148,305,1,2024-03-18 11:00:00,143577.30000000002,Credit Card
90826,830,305,1,2024-03-18 11:00:00,153302.7,Credit Card
90827,517,305,1,2024-03-18 11:00:00,453690.6,Credit Card
90828,101,305,1,2024-03-18 11:00:00,82969.9,Credit Card
90829,842,305,1,2024-03-18 11:00:00,148682.1,Credit Card
90830,71,302,2,2024-03-18 11:00:00,673185.4,Cash
90831,182,91,2,2024-03-18 11:00:00,481854.6,Cash
90832,362,91,2,2024-03-18 11:00:00,173981.4,Credit Card
90833,477,302,2,2024-03-18 11:00:00,575794.4,Credit Card
90834,561,257,2,2024-03-18 11:00:00,1192363.4,Credit Card
90835,741,302,2,2024-03-18 11:00:00,96293.6,Cash
90836,769,295,2,2024-03-18 11:00:00,105970.1,Cash
90837,886,202,2,2024-03-18 11:00:00,182516.0,Credit Card
90838,317,202,2,2024-03-18 11:00:00,124100.2,Cash
90839,646,216,3,2024-03-18 11:00:00,145390.8,Cash
90840,331,376,3,2024-03-18 11:00:00,70832.3,Cash
90841,583,31,3,2024-03-18 11:00:00,169552.0,Credit Card
90842,528,376,3,2024-03-18 11:00:00,917853.3,Credit Card
90843,104,46,4,2024-03-18 11:00:00,97941.5,Cash
90844,182,46,4,2024-03-18 11:00:00,657132.8,Cash
90845,311,69,4,2024-03-18 11:00:00,128646.30000000002,Credit Card
90846,767,480,4,2024-03-18 11:00:00,66314.70000000001,Credit Card
90847,144,46,4,2024-03-18 11:00:00,913299.2,Credit Card
90848,764,139,4,2024-03-18 11:00:00,407747.6,Credit Card
90849,310,69,4,2024-03-18 11:00:00,855252.5000000001,Cash
90850,303,221,5,2024-03-18 11:00:00,136446.7,Cash
90851,197,472,5,2024-03-18 11:00:00,770883.8000000002,Credit Card
90852,207,472,5,2024-03-18 11:00:00,635975.7,Credit Card
90853,757,190,5,2024-03-18 11:00:00,169075.6,Credit Card
90854,134,190,5,2024-03-18 11:00:00,973937.2,Credit Card
90855,127,190,5,2024-03-18 11:00:00,146847.3,Cash
90856,176,58,6,2024-03-18 11:00:00,197079.0,Credit Card
90857,119,297,6,2024-03-18 11:00:00,898546.2999999999,Cash
90858,304,58,6,2024-03-18 11:00:00,925532.3,Credit Card
90859,972,251,7,2024-03-18 11:00:00,133846.7,Credit Card
90860,188,262,7,2024-03-18 11:00:00,1122955.2,Credit Card
90861,750,343,7,2024-03-18 11:00:00,856450.3,Credit Card
90862,40,343,7,2024-03-18 11:00:00,627812.3,Cash
90863,671,490,7,2024-03-18 11:00:00,1073450.0,Credit Card
90864,693,13,7,2024-03-18 11:00:00,691123.1000000001,Cash
90865,811,343,7,2024-03-18 11:00:00,179200.90000000002,Credit Card
90866,895,378,7,2024-03-18 11:00:00,134147.59999999998,Credit Card
90867,953,251,7,2024-03-18 11:00:00,74096.70000000001,Cash
90868,557,331,7,2024-03-18 11:00:00,206930.3,Cash
90869,708,112,8,2024-03-18 11:00:00,159094.4,Cash
90870,26,71,8,2024-03-18 11:00:00,204081.7,Cash
90871,677,322,8,2024-03-18 11:00:00,70248.0,Cash
90872,319,193,8,2024-03-18 11:00:00,481903.70000000007,Cash
90873,81,193,8,2024-03-18 11:00:00,768245.3999999999,Credit Card
90874,196,332,8,2024-03-18 11:00:00,156101.5,Cash
90875,410,112,8,2024-03-18 11:00:00,553252.1,Cash
90876,897,332,8,2024-03-18 11:00:00,957201.2,Credit Card
90877,924,157,8,2024-03-18 11:00:00,553792.7000000001,Credit Card
90878,528,11,8,2024-03-18 11:00:00,755098.8,Credit Card
90879,676,147,9,2024-03-18 11:00:00,184019.4,Cash
90880,719,147,9,2024-03-18 11:00:00,212548.3,Credit Card
90881,239,186,9,2024-03-18 11:00:00,1026092.8,Credit Card
90882,603,186,9,2024-03-18 11:00:00,753345.7999999999,Credit Card
90883,979,186,9,2024-03-18 11:00:00,99513.8,Cash
90884,375,186,9,2024-03-18 11:00:00,568724.1,Cash
90885,532,147,9,2024-03-18 11:00:00,722194.2999999999,Cash
90886,784,26,10,2024-03-18 11:00:00,961966.5,Cash
90887,893,26,10,2024-03-18 11:00:00,728123.7,Credit Card
90888,850,194,10,2024-03-18 11:00:00,186706.9,Credit Card
90889,386,26,10,2024-03-18 11:00:00,148498.80000000002,Cash
90890,332,26,10,2024-03-18 11:00:00,855992.4,Credit Card
90891,708,26,10,2024-03-18 11:00:00,135370.3,Cash
92155,439,305,1,2024-03-18 12:00:00,807640.3,Credit Card
92156,59,54,1,2024-03-18 12:00:00,103429.8,Credit Card
92157,679,305,1,2024-03-18 12:00:00,139278.7,Credit Card
92158,823,305,1,2024-03-18 12:00:00,710676.6000000001,Cash
92159,643,305,1,2024-03-18 12:00:00,681896.4,Credit Card
92160,310,54,1,2024-03-18 12:00:00,632965.1,Credit Card
92161,193,54,1,2024-03-18 12:00:00,135421.69999999998,Cash
92162,562,202,2,2024-03-18 12:00:00,627142.0,Cash
92163,920,91,2,2024-03-18 12:00:00,543620.8999999999,Credit Card
92164,165,448,2,2024-03-18 12:00:00,743055.7,Credit Card
92165,682,257,2,2024-03-18 12:00:00,803844.2,Cash
92166,69,202,2,2024-03-18 12:00:00,384649.7,Credit Card
92167,731,258,3,2024-03-18 12:00:00,147287.1,Credit Card
92168,660,216,3,2024-03-18 12:00:00,823326.8,Cash
92169,208,31,3,2024-03-18 12:00:00,953047.9,Cash
92170,970,258,3,2024-03-18 12:00:00,399161.3000000001,Credit Card
92171,451,216,3,2024-03-18 12:00:00,412206.8,Cash
92172,461,216,3,2024-03-18 12:00:00,139747.0,Credit Card
92173,854,376,3,2024-03-18 12:00:00,128955.5,Cash
92174,956,216,3,2024-03-18 12:00:00,153669.80000000002,Cash
92175,647,299,3,2024-03-18 12:00:00,137665.8,Credit Card
92176,301,46,4,2024-03-18 12:00:00,132894.4,Credit Card
92177,23,46,4,2024-03-18 12:00:00,987400.6,Cash
92178,594,480,4,2024-03-18 12:00:00,849956.4,Credit Card
92179,536,480,4,2024-03-18 12:00:00,165283.0,Cash
92180,655,139,4,2024-03-18 12:00:00,116367.8,Credit Card
92181,678,69,4,2024-03-18 12:00:00,152601.5,Cash
92182,820,146,5,2024-03-18 12:00:00,137831.4,Cash
92183,356,146,5,2024-03-18 12:00:00,142249.8,Credit Card
92184,786,146,5,2024-03-18 12:00:00,154806.8,Cash
92185,386,146,5,2024-03-18 12:00:00,125910.1,Cash
92186,542,190,5,2024-03-18 12:00:00,431716.2,Credit Card
92187,558,161,6,2024-03-18 12:00:00,202199.3,Cash
92188,923,58,6,2024-03-18 12:00:00,532364.2,Cash
92189,777,275,6,2024-03-18 12:00:00,176563.2,Cash
92190,333,481,6,2024-03-18 12:00:00,135604.1,Cash
92191,338,13,7,2024-03-18 12:00:00,630890.0,Credit Card
92192,542,13,7,2024-03-18 12:00:00,939272.0,Credit Card
92193,363,13,7,2024-03-18 12:00:00,386000.0,Credit Card
92194,163,262,7,2024-03-18 12:00:00,57445.100000000006,Credit Card
92195,573,251,7,2024-03-18 12:00:00,116172.8,Credit Card
92196,697,251,7,2024-03-18 12:00:00,67020.4,Cash
92197,132,343,7,2024-03-18 12:00:00,128303.2,Credit Card
92198,657,343,7,2024-03-18 12:00:00,161542.9,Cash
92199,538,251,7,2024-03-18 12:00:00,642617.8999999999,Credit Card
92200,799,322,8,2024-03-18 12:00:00,203170.9,Credit Card
92201,318,322,8,2024-03-18 12:00:00,1107144.6,Credit Card
92202,397,112,8,2024-03-18 12:00:00,206088.4,Credit Card
92203,811,71,8,2024-03-18 12:00:00,69505.5,Cash
92204,670,147,9,2024-03-18 12:00:00,140299.0,Cash
92205,985,147,9,2024-03-18 12:00:00,149091.40000000002,Credit Card
92206,809,147,9,2024-03-18 12:00:00,177237.5,Cash
92207,785,186,9,2024-03-18 12:00:00,949369.4,Cash
